,location,bath,balcony,price,total_sqft_int,bhk
2634,Electronics City Phase 1,2.0,2.0,67.0,1335.0,2
2635,Electronics City Phase 1,2.0,2.0,55.0,1113.12,2
2637,Electronics City Phase 1,3.0,0.0,71.0,1350.0,3
2639,Electronics City Phase 1,2.0,1.0,49.8,995.0,2
2640,Electronics City Phase 1,1.0,0.0,26.0,635.0,1
2641,Electronics City Phase 1,2.0,1.0,68.0,1190.0,2
2643,Electronics City Phase 1,3.0,2.0,72.54,1450.0,3
2644,Electronics City Phase 1,1.0,0.0,16.9,360.0,1
2645,Electronics City Phase 1,1.0,1.0,32.0,638.0,1
2646,Electronics City Phase 1,2.0,2.0,64.98,1175.0,2
2647,Electronics City Phase 1,1.0,1.0,21.0,585.0,1
2648,Electronics City Phase 1,2.0,2.0,59.76,1200.0,2
2649,Electronics City Phase 1,2.0,1.0,54.0,1145.0,2
2650,Electronics City Phase 1,2.0,2.0,65.0,1125.0,2
2651,Electronics City Phase 1,2.0,2.0,82.0,1550.0,3
2653,Electronics City Phase 1,2.0,0.0,40.0,865.0,2
2657,Electronics City Phase 1,3.0,2.0,93.0,1800.0,3
2658,Electronics City Phase 1,2.0,2.0,60.0,1314.0,2
2659,Electronics City Phase 1,2.0,1.0,62.0,1170.0,2
2660,Electronics City Phase 1,3.0,2.0,79.0,1450.0,3
2661,Electronics City Phase 1,2.0,1.0,48.0,940.0,2
2662,Electronics City Phase 1,2.0,1.0,44.0,940.0,2
2663,Electronics City Phase 1,2.0,1.0,67.0,1300.0,2
2664,Electronics City Phase 1,2.0,1.0,51.0,1028.0,2
2666,Electronics City Phase 1,2.0,2.0,60.0,1205.0,2
2668,Electronics City Phase 1,2.0,1.0,67.0,1305.0,2
2669,Electronics City Phase 1,1.0,0.0,30.12,755.0,1
2670,Electronics City Phase 1,2.0,1.0,60.0,1175.0,2
2671,others,2.0,0.0,66.0,1000.0,2
2672,others,2.0,1.0,69.0,1180.0,2
2673,others,4.0,1.5843757375501535,125.0,2145.0,4
2674,Frazer Town,3.0,1.0,180.0,1700.0,3
2675,Frazer Town,3.0,1.5843757375501535,95.45,1305.0,3
2676,Frazer Town,3.0,3.0,185.0,1870.0,3
2677,Frazer Town,3.0,2.0,150.0,1750.0,3
2679,Frazer Town,3.0,1.0,200.0,2000.0,3
2680,Frazer Town,4.0,2.0,330.0,3500.0,3
2681,Frazer Town,4.0,3.0,285.0,2350.0,3
2682,Frazer Town,2.0,2.0,140.0,1550.0,2
2683,Frazer Town,4.0,2.0,145.0,1900.0,3
2684,Frazer Town,3.0,2.0,265.0,2560.0,3
2685,Frazer Town,3.0,2.0,260.0,2400.0,3
2686,Frazer Town,3.0,1.5843757375501535,288.0,2560.0,3
2687,Frazer Town,5.0,1.5843757375501535,341.0,3436.0,4
2689,Frazer Town,2.0,2.0,140.0,1315.0,2
2690,Frazer Town,3.0,3.0,154.0,1706.0,3
2691,Frazer Town,3.0,3.0,220.0,2079.0,3
2692,Frazer Town,2.0,1.0,341.0,3435.0,4
2693,Frazer Town,5.0,1.5843757375501535,345.0,3436.0,4
2694,Frazer Town,3.0,1.5843757375501535,400.0,3100.0,3
2695,Frazer Town,3.0,2.0,400.0,5400.0,3
2696,Frazer Town,2.0,1.0,105.0,1180.0,2
2697,Frazer Town,4.0,2.0,325.0,2900.0,4
2698,Frazer Town,3.0,3.0,180.0,1870.0,3
2699,Frazer Town,1.0,0.0,100.0,896.0,1
2700,Frazer Town,2.0,0.0,120.0,1420.0,2
2701,others,2.0,1.0,75.0,1150.0,3
2702,others,2.0,2.0,68.0,1330.0,3
2703,others,2.0,3.0,86.0,1820.0,3
2704,others,2.0,2.0,47.0,1225.0,2
2705,others,2.0,2.0,48.95,1140.0,2
2706,others,2.0,2.0,65.0,1315.0,3
2707,others,3.0,1.0,65.0,1315.0,3
2708,others,3.0,0.0,64.0,1315.0,3
2709,others,3.0,2.0,70.0,1735.0,3
2710,others,2.0,2.0,70.0,1643.0,3
2711,others,2.0,1.0,300.0,2500.0,3
2712,others,1.0,0.0,38.0,600.0,1
2713,others,2.0,1.0,55.0,845.0,2
2714,others,2.0,3.0,68.0,1112.0,2
2715,others,2.0,2.0,65.0,998.0,2
2716,others,2.0,2.0,65.0,1250.0,2
2717,others,2.0,1.0,75.0,1200.0,2
2718,Garudachar Palya,2.0,2.0,60.8,1325.0,3
2719,Garudachar Palya,2.0,1.0,48.7,1060.0,2
2720,Garudachar Palya,2.0,1.0,52.75,1150.0,2
2721,Garudachar Palya,2.0,1.0,59.5,1295.0,3
2722,Garudachar Palya,2.0,2.0,60.6,1320.0,3
2723,Garudachar Palya,2.0,2.0,59.5,1295.0,3
2724,Garudachar Palya,2.0,2.0,52.8,1150.0,2
2725,Garudachar Palya,2.0,1.0,52.8,1150.0,2
2726,Garudachar Palya,2.0,1.0,48.5,1060.0,2
2727,Garudachar Palya,2.0,1.0,52.5,1150.0,2
2728,Garudachar Palya,2.0,2.0,60.8,1325.0,3
2729,Garudachar Palya,2.0,1.0,48.66,1060.0,2
2730,Garudachar Palya,2.0,2.0,52.0,1150.0,2
2731,Garudachar Palya,2.0,1.0,51.8,1154.0,2
2733,others,2.0,2.0,95.0,2000.0,3
2734,others,2.0,1.0,32.5,850.0,2
2735,others,2.0,2.0,34.5,893.0,2
2736,others,4.0,1.0,400.0,2400.0,4
2737,others,3.0,2.0,252.0,1800.0,3
2738,others,3.0,0.0,240.0,1350.0,3
2739,others,4.0,2.0,400.0,2400.0,4
2740,others,4.0,1.0,375.0,3000.0,6
2741,others,6.0,1.0,400.0,2400.0,6
2742,others,3.0,2.0,750.0,4000.0,4
2743,others,3.0,3.0,195.0,1350.0,3
2744,others,4.0,2.0,180.0,1200.0,3
2745,others,3.0,2.0,60.0,1539.0,3
2746,others,3.0,3.0,65.0,1450.0,3
2747,others,6.0,1.0,170.0,3600.0,6
2748,others,2.0,1.0,90.0,1372.0,3
2749,others,2.0,1.0,63.59,1395.0,2
2750,others,2.0,1.0,47.0,1325.0,3
2751,others,2.0,1.0,48.0,1050.0,2
2752,others,2.0,1.0,45.51,1170.0,2
2753,others,2.0,1.0,39.0,1170.0,2
2754,others,2.0,1.0,62.0,1418.0,2
2755,others,2.0,1.0,34.5,861.0,2
2756,others,3.0,3.0,62.0,1408.0,3
2757,others,2.0,1.0,34.5,861.0,2
2758,others,3.0,1.0,54.0,1318.0,3
2759,others,2.0,0.0,36.5,861.0,2
2760,others,3.0,2.0,60.0,1320.0,3
2761,others,3.0,2.0,60.0,1345.0,3
2762,others,3.0,1.5843757375501535,86.0,1905.0,4
2763,others,3.0,2.0,56.0,1318.0,3
2764,others,2.0,1.0,50.0,1129.0,2
2765,others,3.0,2.0,275.0,2023.71,3
2766,others,5.0,3.0,351.0,3179.0,4
2767,others,3.0,2.0,261.0,1950.2,3
2768,others,3.0,2.0,298.0,2171.66,3
2769,others,2.0,2.0,75.0,1165.0,2
2770,others,2.0,1.0,75.0,1280.0,2
2771,others,2.0,1.0,97.0,1530.0,3
2772,others,2.0,1.0,65.0,1155.0,2
2773,others,2.0,2.0,95.0,1570.0,3
2774,others,2.0,1.0,64.0,1155.0,2
2775,Gottigere,2.0,2.0,40.0,1100.0,2
2776,Gottigere,2.0,3.0,45.0,967.0,2
2777,Gottigere,3.0,3.0,82.5,1618.0,3
2778,Gottigere,2.0,1.0,63.0,1222.0,2
2780,Gottigere,3.0,3.0,65.0,1300.0,3
2781,Gottigere,2.0,1.0,38.0,950.0,2
2782,Gottigere,2.0,1.0,48.5,1153.0,2
2783,Gottigere,1.0,0.0,26.0,812.0,1
2785,Gottigere,2.0,2.0,65.0,1460.0,3
2786,Gottigere,3.0,2.0,70.0,1500.0,3
2787,Gottigere,3.0,3.0,72.0,1621.0,3
2788,Gottigere,1.0,1.0,26.0,812.0,1
2789,Gottigere,2.0,1.0,40.0,990.0,2
2790,Gottigere,2.0,2.0,63.0,1235.0,2
2791,Gottigere,3.0,2.0,64.0,1385.0,3
2792,Gottigere,2.0,1.0,35.0,1000.0,2
2793,Gottigere,2.0,1.0,35.0,1010.0,2
2795,Gottigere,2.0,2.0,45.0,1410.0,2
2797,Gottigere,2.0,3.0,62.0,1435.0,3
2798,Gottigere,2.0,0.0,45.0,945.0,2
2800,Gottigere,3.0,2.0,120.0,2500.0,4
2801,Gottigere,2.0,2.0,52.0,1230.0,3
2802,Gottigere,2.0,2.0,50.0,1120.0,2
2803,Gottigere,3.0,2.0,63.0,1500.0,3
2804,Gottigere,2.0,3.0,40.0,1200.0,2
2805,Gottigere,2.0,1.0,61.0,1280.0,2
2806,Gottigere,2.0,1.0,56.58,1205.0,2
2807,Gottigere,2.0,2.0,40.0,1170.0,2
2808,Gottigere,3.0,0.0,132.0,3000.0,4
2809,Gottigere,3.0,3.0,72.0,1613.0,3
2810,Gottigere,2.0,2.0,36.25,1110.0,2
2811,Gottigere,2.0,2.0,59.0,1245.0,2
2812,Gottigere,2.0,2.0,50.0,1200.0,2
2813,others,2.0,1.0,88.0,1310.0,2
2814,others,5.0,3.0,370.0,2600.0,5
2815,others,2.0,1.0,62.17,1326.0,2
2816,others,3.0,1.0,73.9,1578.0,3
2817,others,3.0,1.0,77.89,1639.0,3
2818,others,3.0,3.0,170.0,2100.0,3
2819,others,2.0,0.0,45.0,1045.0,2
2820,Green Glen Layout,3.0,2.0,120.0,1670.0,3
2821,Green Glen Layout,4.0,3.0,230.0,3250.0,4
2822,Green Glen Layout,3.0,2.0,105.0,1776.42,3
2823,Green Glen Layout,4.0,1.5843757375501535,230.0,3250.0,4
2824,Green Glen Layout,2.0,1.0,56.8,940.0,2
2825,Green Glen Layout,2.0,1.0,60.0,1075.0,2
2826,Green Glen Layout,3.0,2.0,115.0,1715.0,3
2827,Green Glen Layout,2.0,1.0,115.0,1751.0,3
2828,Green Glen Layout,3.0,2.0,130.0,1750.0,3
2829,Green Glen Layout,3.0,2.0,105.0,1530.0,3
2830,Green Glen Layout,3.0,2.0,105.0,1752.0,3
2831,Green Glen Layout,4.0,3.0,95.0,1680.0,3
2832,Green Glen Layout,3.0,2.0,125.0,1728.0,3
2833,Green Glen Layout,3.0,2.0,110.0,1645.0,3
2834,Green Glen Layout,3.0,3.0,100.0,1517.0,3
2835,Green Glen Layout,4.0,3.0,218.0,3150.0,4
2837,Green Glen Layout,3.0,2.0,120.0,1750.0,3
2838,Green Glen Layout,3.0,2.0,115.0,1751.0,3
2839,Green Glen Layout,3.0,2.0,105.0,1750.0,3
2840,Green Glen Layout,3.0,2.0,135.0,1885.0,3
2841,Green Glen Layout,3.0,3.0,120.0,1715.0,3
2842,Green Glen Layout,2.0,2.0,105.0,1623.29,3
2843,Green Glen Layout,3.0,3.0,115.0,1715.0,3
2844,Green Glen Layout,3.0,2.0,105.0,1715.0,3
2845,Green Glen Layout,3.0,3.0,105.0,1600.0,3
2846,Green Glen Layout,3.0,3.0,125.0,1717.0,3
2847,Green Glen Layout,2.0,0.0,75.0,1250.0,2
2848,Green Glen Layout,3.0,3.0,112.0,1715.0,3
2849,others,2.0,2.0,43.0,1007.0,2
2850,others,2.0,1.0,36.0,1000.0,2
2851,others,2.0,2.0,40.0,1107.0,2
2852,others,2.0,1.0,48.0,1108.0,2
2853,others,2.0,1.0,42.0,1150.0,2
2854,others,2.0,1.0,41.0,1010.0,2
2855,others,2.0,2.0,66.0,1200.0,2
2856,Gubbalala,2.0,2.0,82.0,1470.0,3
2857,Gubbalala,3.0,2.0,104.0,1745.0,3
2858,Gubbalala,3.0,2.0,115.0,1745.0,3
2859,Gubbalala,3.0,2.0,110.0,1745.0,3
2860,Gubbalala,3.0,2.0,71.0,1650.0,3
2861,Gubbalala,4.0,1.5843757375501535,141.0,2570.0,5
2862,Gubbalala,2.0,2.0,70.0,1205.0,2
2863,Gubbalala,2.0,2.0,80.0,1435.0,3
2864,Gubbalala,2.0,2.0,80.0,1475.0,2
2866,Gubbalala,2.0,2.0,49.5,1100.0,2
2867,Gubbalala,2.0,1.0,46.0,1060.0,2
2868,Gubbalala,3.0,3.0,125.0,2000.0,3
2870,others,2.0,3.0,35.0,980.0,2
2871,Gunjur,2.0,3.0,43.0,1140.0,2
2872,Gunjur,2.0,3.0,66.0,1356.0,3
2873,Gunjur,3.0,3.0,75.0,1600.0,3
2874,Gunjur,3.0,0.0,95.0,2000.0,4
2875,Gunjur,2.0,2.0,49.11,1140.0,2
2876,Gunjur,2.0,2.0,44.0,1195.0,2
2877,Gunjur,2.0,2.0,40.0,1190.0,2
2878,Gunjur,2.0,3.0,60.0,1457.0,2
2879,Gunjur,2.0,2.0,41.0,1080.0,2
2882,Gunjur,2.0,2.0,43.48,1175.0,2
2883,Gunjur,3.0,2.0,62.63,1362.0,3
2884,Gunjur,2.0,1.0,51.0,1071.0,2
2885,Gunjur,2.0,2.0,40.0,1063.0,2
2886,Gunjur,2.0,2.0,52.76,1235.0,2
2887,Gunjur,3.0,1.0,62.63,1362.0,3
2888,Gunjur,3.0,1.0,62.63,1362.0,3
2889,Gunjur,2.0,3.0,90.0,1588.0,3
2890,Gunjur,2.0,2.0,44.5,1235.0,2
2891,Gunjur,2.0,3.0,60.0,1457.0,2
2892,others,2.0,1.0,43.0,1050.0,2
2893,others,3.0,2.0,45.0,1400.0,3
2894,others,2.0,2.0,42.0,993.0,2
2895,others,2.0,2.0,52.76,1235.0,2
2896,others,2.0,2.0,300.0,1490.0,3
2897,others,3.0,1.5843757375501535,252.0,2100.0,3
2898,others,3.0,0.0,500.0,2700.0,3
2899,others,4.0,1.0,500.0,2040.0,5
2900,others,3.0,3.0,350.0,1865.0,3
2901,others,2.0,2.0,49.0,1200.0,2
2902,HBR Layout,2.0,0.0,200.0,2800.0,3
2903,HBR Layout,3.0,1.5843757375501535,95.0,1722.0,3
2904,HBR Layout,2.0,2.0,60.0,1200.0,2
2905,HBR Layout,2.0,1.0,49.0,1004.0,2
2906,HBR Layout,3.0,2.0,125.0,1783.0,3
2907,HBR Layout,3.0,2.0,90.0,1656.0,3
2908,HBR Layout,2.0,1.0,60.0,1089.0,2
2909,HBR Layout,3.0,1.0,110.0,1700.0,3
2910,HBR Layout,2.0,1.0,65.0,1198.0,2
2911,HBR Layout,2.0,0.0,120.0,1200.0,2
2912,HBR Layout,3.0,2.0,160.0,1832.0,3
2913,others,2.0,2.0,58.0,1105.0,2
2914,others,3.0,1.5843757375501535,80.0,1700.0,3
2915,others,4.0,1.5843757375501535,425.0,7500.0,4
2916,others,3.0,2.0,56.0,1464.0,3
2917,others,3.0,2.0,56.0,1464.0,3
2918,others,2.0,2.0,56.0,1464.0,2
2919,others,2.0,2.0,56.0,1464.0,2
2920,others,3.0,2.0,56.0,1464.0,3
2921,others,3.0,2.0,56.0,1464.0,3
2922,HRBR Layout,2.0,2.0,95.0,1374.0,2
2923,HRBR Layout,2.0,2.0,98.0,1440.0,2
2925,HRBR Layout,3.0,2.0,250.0,2800.0,3
2926,HRBR Layout,2.0,1.0,75.0,1210.0,2
2927,HRBR Layout,2.0,1.0,78.0,1265.0,2
2928,HRBR Layout,2.0,2.0,75.0,1170.0,2
2930,HRBR Layout,3.0,1.0,90.0,1900.0,4
2931,HRBR Layout,3.0,2.0,120.0,1625.0,3
2932,HRBR Layout,2.0,1.0,120.0,1301.0,2
2933,HRBR Layout,2.0,2.0,68.5,1145.0,2
2934,HRBR Layout,2.0,3.0,90.0,1300.0,2
2936,HSR Layout,2.0,1.0,68.0,1372.0,2
2938,HSR Layout,3.0,2.0,75.0,1475.0,3
2939,HSR Layout,2.0,1.0,55.0,1467.0,2
2940,HSR Layout,2.0,2.0,46.0,1140.0,2
2941,HSR Layout,2.0,1.0,61.0,1372.0,2
2942,HSR Layout,3.0,2.0,95.0,1750.0,3
2944,HSR Layout,2.0,2.0,44.0,1027.0,2
2945,HSR Layout,3.0,2.0,110.0,1650.0,3
2946,HSR Layout,2.0,2.0,46.0,1140.0,2
2947,HSR Layout,2.0,1.0,61.0,1372.0,2
2948,HSR Layout,2.0,2.0,46.0,1140.0,2
2949,HSR Layout,2.0,2.0,60.0,1185.0,2
2950,HSR Layout,2.0,1.0,68.0,1127.0,2
2951,HSR Layout,2.0,2.0,115.0,1600.0,3
2952,HSR Layout,2.0,2.0,48.0,1145.0,2
2953,HSR Layout,2.0,2.0,56.0,1009.0,2
2954,HSR Layout,2.0,2.0,98.0,1300.0,2
2956,HSR Layout,2.0,2.0,46.0,1140.0,2
2957,HSR Layout,2.0,1.0,69.0,1126.0,2
2959,HSR Layout,2.0,2.0,46.0,1140.0,2
2960,HSR Layout,2.0,2.0,46.0,1145.0,2
2961,HSR Layout,2.0,2.0,65.0,1142.0,2
2962,HSR Layout,2.0,2.0,46.0,1145.0,2
2963,HSR Layout,3.0,3.0,95.0,1844.0,3
2964,HSR Layout,2.0,2.0,72.0,1203.0,2
2965,HSR Layout,2.0,2.0,46.0,1140.0,2
2966,HSR Layout,5.0,1.5843757375501535,245.0,4200.0,5
2967,HSR Layout,2.0,2.0,46.0,1140.0,2
2968,HSR Layout,2.0,2.0,46.0,1145.0,2
2969,HSR Layout,2.0,2.0,56.0,1009.0,2
2970,HSR Layout,2.0,2.0,46.0,1145.0,2
2971,HSR Layout,2.0,2.0,44.0,1100.0,2
2972,HSR Layout,2.0,2.0,60.0,1203.0,2
2973,HSR Layout,2.0,1.0,70.0,1120.0,2
2974,HSR Layout,2.0,2.0,46.0,1140.0,2
2975,HSR Layout,2.0,1.5843757375501535,70.0,1289.0,2
2976,HSR Layout,3.0,1.0,89.0,1844.0,3
2977,HSR Layout,2.0,2.0,60.0,1203.0,2
2978,HSR Layout,2.0,2.0,46.0,1140.0,2
2979,others,3.0,2.0,165.0,1200.0,3
2980,others,2.0,1.0,47.5,1086.0,2
2981,others,2.0,2.0,55.11,1225.0,2
2982,others,2.0,2.0,54.89,1220.0,2
2983,others,8.0,3.0,310.0,3300.0,8
2984,Haralur Road,2.0,1.0,70.0,1240.0,2
2985,Haralur Road,2.0,2.0,44.0,1027.0,2
2987,Haralur Road,5.0,3.0,154.0,2805.0,4
2988,Haralur Road,2.0,2.0,47.0,1194.0,2
2989,Haralur Road,2.0,1.0,53.0,1202.0,2
2990,Haralur Road,2.0,1.0,61.0,1056.0,2
2992,Haralur Road,3.0,2.0,100.0,1810.0,3
2993,Haralur Road,2.0,2.0,46.0,1194.0,2
2994,Haralur Road,4.0,3.0,154.0,2805.0,4
2995,Haralur Road,2.0,1.0,67.38,1225.0,2
2996,Haralur Road,2.0,1.0,46.0,1243.0,2
2997,Haralur Road,2.0,2.0,44.0,1027.0,2
2998,Haralur Road,3.0,1.0,115.0,1920.0,3
2999,Haralur Road,3.0,2.0,110.0,1875.0,3
3000,Haralur Road,2.0,2.0,47.0,1194.0,2
3001,Haralur Road,2.0,2.0,43.0,1140.0,2
3002,Haralur Road,2.0,2.0,44.0,1027.0,2
3003,Haralur Road,2.0,2.0,46.0,1194.0,2
3004,Haralur Road,3.0,2.0,125.0,2017.0,3
3005,Haralur Road,2.0,2.0,43.0,1140.0,2
3006,Haralur Road,3.0,3.0,110.0,1875.0,3
3007,Haralur Road,2.0,2.0,44.0,1092.0,2
3008,Haralur Road,4.0,1.5843757375501535,130.0,2475.0,3
3009,Haralur Road,2.0,2.0,73.0,1300.0,2
3010,Haralur Road,2.0,2.0,47.0,1194.0,2
3011,Haralur Road,2.0,2.0,46.0,1243.0,2
3012,Haralur Road,3.0,1.5843757375501535,110.0,1850.0,3
3013,Haralur Road,2.0,1.0,67.38,1225.0,2
3014,Haralur Road,2.0,2.0,46.0,1243.0,2
3015,Haralur Road,2.0,2.0,56.0,1464.0,2
3016,Haralur Road,2.0,1.0,78.0,1230.0,2
3017,Haralur Road,2.0,2.0,44.0,1000.0,2
3018,Haralur Road,2.0,2.0,79.0,1300.0,2
3019,Haralur Road,2.0,1.0,80.0,1444.0,3
3020,Haralur Road,2.0,1.0,68.0,1088.0,2
3021,Haralur Road,2.0,1.0,44.0,1027.0,2
3023,Haralur Road,2.0,1.0,70.0,1225.0,2
3025,Haralur Road,2.0,2.0,46.0,1194.0,2
3026,Haralur Road,3.0,2.0,101.0,1830.0,3
3027,Haralur Road,2.0,2.0,56.0,1464.0,2
3028,Haralur Road,2.0,2.0,96.0,1520.0,3
3029,Haralur Road,2.0,2.0,75.0,1300.0,2
3030,Haralur Road,2.0,2.0,125.0,2017.0,3
3031,Haralur Road,2.0,2.0,46.0,1243.0,2
3032,Haralur Road,2.0,2.0,44.0,1027.0,2
3033,Haralur Road,5.0,3.0,160.0,2805.0,4
3034,Haralur Road,2.0,2.0,46.0,1243.0,2
3035,Haralur Road,2.0,2.0,44.0,1027.0,2
3036,Haralur Road,3.0,2.0,105.0,2017.0,3
3037,Haralur Road,2.0,2.0,46.0,1243.0,2
3038,Haralur Road,2.0,2.0,46.0,1243.0,2
3039,Haralur Road,2.0,2.0,90.0,1520.0,3
3040,Haralur Road,2.0,2.0,60.0,1300.0,2
3041,Haralur Road,3.0,2.0,130.0,1985.0,3
3042,Haralur Road,2.0,1.0,60.0,1056.0,2
3043,Haralur Road,2.0,1.0,42.0,1140.0,2
3044,Haralur Road,2.0,3.0,62.0,1245.0,2
3045,Haralur Road,2.0,2.0,58.0,1140.0,2
3046,Haralur Road,2.0,2.0,42.0,1140.0,2
3047,Haralur Road,2.0,2.0,43.0,1027.0,2
3048,Haralur Road,2.0,2.0,47.0,1194.0,2
3049,Haralur Road,2.0,2.0,47.0,1194.0,2
3050,Haralur Road,3.0,1.0,90.0,1560.0,3
3051,Haralur Road,2.0,2.0,85.0,1520.0,3
3052,Haralur Road,2.0,2.0,45.0,1243.0,2
3053,Haralur Road,2.0,2.0,44.0,1027.0,2
3054,Haralur Road,2.0,2.0,46.0,1194.0,2
3055,Haralur Road,3.0,3.0,100.0,1650.0,3
3056,Haralur Road,3.0,1.0,73.0,1580.0,3
3057,Haralur Road,2.0,2.0,46.0,1243.0,2
3058,Haralur Road,2.0,2.0,47.0,1194.0,2
3059,Haralur Road,4.0,3.0,154.0,2805.0,4
3060,Haralur Road,2.0,2.0,96.0,1520.0,3
3061,Haralur Road,3.0,2.0,83.05,1510.0,3
3062,Haralur Road,2.0,1.0,65.0,1056.0,2
3063,Haralur Road,3.0,2.0,100.0,1810.0,3
3064,Haralur Road,2.0,2.0,46.0,1243.0,2
3065,Haralur Road,1.0,1.0,38.0,575.0,1
3066,Haralur Road,2.0,2.0,46.0,1194.0,2
3067,Haralur Road,2.0,2.0,46.0,1243.0,2
3068,Haralur Road,2.0,2.0,46.0,1194.0,2
3069,Haralur Road,2.0,2.0,43.0,1140.0,2
3070,Haralur Road,3.0,2.0,120.0,1850.0,3
3071,Haralur Road,2.0,2.0,47.0,1194.0,2
3072,Haralur Road,2.0,2.0,47.0,1194.0,2
3074,Haralur Road,2.0,1.0,46.0,1243.0,2
3075,Haralur Road,3.0,2.0,85.0,1710.0,3
3076,Haralur Road,3.0,1.0,95.0,1730.0,3
3077,Haralur Road,2.0,2.0,46.0,1243.0,2
3078,Haralur Road,2.0,2.0,46.0,1243.0,2
3079,Haralur Road,2.0,2.0,46.0,1243.0,2
3080,Haralur Road,3.0,2.0,110.0,1817.0,3
3081,Haralur Road,2.0,1.0,77.0,1225.0,2
3082,Haralur Road,2.0,1.0,78.0,1285.0,2
3083,Haralur Road,2.0,1.0,67.48,1225.0,2
3084,Haralur Road,2.0,1.0,69.84,1225.0,2
3085,Haralur Road,2.0,2.0,46.0,1200.0,2
3086,Haralur Road,2.0,1.0,85.0,1315.0,2
3087,Haralur Road,3.0,2.0,92.0,1976.0,3
3088,Haralur Road,2.0,2.0,75.0,1300.0,2
3089,Haralur Road,2.0,1.0,82.0,1309.0,2
3090,Haralur Road,1.0,2.0,44.0,1027.0,2
3091,Haralur Road,2.0,2.0,46.0,1243.0,2
3092,Haralur Road,2.0,2.0,46.0,1243.0,2
3093,Haralur Road,2.0,2.0,43.0,1140.0,2
3094,Haralur Road,2.0,1.0,75.0,1300.0,2
3095,Haralur Road,2.0,2.0,46.0,1243.0,2
3096,Haralur Road,3.0,2.0,84.0,1890.0,3
3097,Haralur Road,2.0,1.0,67.65,1230.0,2
3098,Haralur Road,2.0,2.0,46.0,1194.0,2
3099,Haralur Road,2.0,2.0,44.0,1092.0,2
3101,Haralur Road,3.0,2.0,97.0,1735.0,3
3102,Haralur Road,3.0,2.0,97.83,1810.0,3
3103,Haralur Road,2.0,2.0,46.0,1200.0,2
3104,Haralur Road,2.0,2.0,46.0,1243.0,2
3105,Haralur Road,3.0,2.0,112.0,1810.0,3
3106,others,2.0,1.0,95.0,2400.0,2
3107,others,2.0,2.0,48.0,1311.0,2
3108,Harlur,2.0,1.0,69.0,1174.0,2
3109,Harlur,2.0,1.0,84.0,1197.0,2
3110,Harlur,3.0,2.0,132.0,1757.0,3
3111,Harlur,2.0,1.0,76.0,1174.0,2
3112,Harlur,3.0,2.0,125.0,1754.0,3
3113,Harlur,2.0,1.0,85.0,1290.0,2
3114,Harlur,3.0,2.0,116.0,1752.12,3
3115,Harlur,3.0,2.0,124.0,1754.0,3
3116,Harlur,2.0,2.0,69.0,1152.0,2
3117,Harlur,2.0,1.0,87.0,1290.0,2
3118,Harlur,3.0,2.0,115.0,1749.0,3
3120,Harlur,3.0,2.0,133.0,1758.0,3
3122,Harlur,2.0,1.0,79.0,1197.0,2
3123,Harlur,2.0,1.0,78.0,1174.0,2
3125,Harlur,2.0,1.0,79.0,1197.0,2
3127,Harlur,2.0,1.0,75.0,1174.0,2
3128,Harlur,3.0,1.0,110.0,1620.0,3
3131,Harlur,3.0,2.0,133.0,1762.0,3
3132,Harlur,3.0,2.0,131.0,1756.0,3
3133,Harlur,3.0,2.0,130.0,1755.0,3
3134,Harlur,3.0,1.0,140.0,1864.0,3
3135,Harlur,2.0,1.0,88.0,1331.0,2
3136,Harlur,3.0,2.0,128.0,1756.0,3
3137,Harlur,3.0,2.0,120.0,1749.0,3
3138,Harlur,2.0,1.0,82.0,1197.0,2
3139,Harlur,2.0,1.0,90.0,1303.0,2
3140,Harlur,3.0,2.0,132.0,1754.0,3
3141,Harlur,2.0,1.0,75.0,1174.0,2
3142,Harlur,2.0,1.0,78.0,1197.0,2
3143,Harlur,2.0,1.0,89.9,1290.0,2
3144,Harlur,2.0,2.0,85.0,1386.0,2
3145,Harlur,2.0,1.0,74.0,1174.0,2
3146,Harlur,2.0,1.0,78.0,1174.0,2
3147,Harlur,3.0,2.0,115.0,1755.0,3
3150,Harlur,2.0,1.0,77.0,1197.0,2
3151,Harlur,3.0,2.0,125.0,1752.12,3
3152,Harlur,5.0,3.0,180.0,2569.0,4
3153,Harlur,2.0,1.0,76.0,1197.0,2
3154,Harlur,2.0,1.0,75.0,1197.0,2
3155,Harlur,3.0,2.0,117.0,1755.0,3
3156,Harlur,2.0,1.0,79.9,1197.0,2
3157,Harlur,4.0,1.0,225.0,2990.0,4
3158,Harlur,2.0,2.0,88.0,1370.0,2
3159,Harlur,2.0,0.0,72.76,1335.0,2
3160,others,1.0,1.0,16.0,500.0,1
3161,others,1.0,1.0,20.0,450.0,1
3162,Hebbal,2.0,2.0,123.0,1760.0,3
3163,Hebbal,4.0,0.0,477.0,5611.5,4
3165,Hebbal,2.0,1.0,98.2,1349.0,2
3166,Hebbal,5.0,2.0,212.0,2483.0,4
3167,Hebbal,2.0,2.0,130.0,1760.0,3
3169,Hebbal,3.0,2.0,134.0,1920.0,3
3170,Hebbal,2.0,1.0,82.0,1337.0,2
3171,Hebbal,2.0,1.0,98.0,1349.0,2
3174,Hebbal,3.0,2.0,127.0,1790.0,3
3175,Hebbal,5.0,3.0,198.0,2790.0,4
3176,Hebbal,5.0,2.0,215.0,2483.0,4
